algorithm;computer;mode;filename;run_number;internal_time;external_time;external_memory;opt;
pyasukpt;desktop;parallel;hi_n20000-47-s442730424c7402537.ukp;10;11.46333;11.48;17440;1448123187;
pyasukpt;desktop;parallel;hi_n5000-22-s434860255c760592.ukp;9;1.01000;1.01;9260;38292306;
pyasukpt;desktop;parallel;hi_n50000-11-s895832870c37192439.ukp;8;104.34999;104.42;136164;18555608519;
pyasukpt;desktop;parallel;hi_n50000-12-s420935988c11457020.ukp;8;36.42666;36.46;36124;5668617083;
pyasukpt;desktop;parallel;hi_n20000-44-s539788685c31401096.ukp;9;1.45667;1.47;17368;6312041531;
pyasukpt;desktop;parallel;hi_n50000-3-s300958364c58496380.ukp;9;14.62667;14.67;83968;29309834327;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-4-s135458708c1790901.ukp;7;42.96666;43.01;29656;5426893;
pyasukpt;desktop;parallel;saw_n50000wmin5000-3-s952877847c349670.ukp;7;10.59000;10.61;22040;349876;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-1-s720843886c1834312.ukp;9;29.74333;29.77;26384;5570079;
pyasukpt;desktop;parallel;hi_n10000-42-s261146317c82121499.ukp;10;2.51667;2.53;32308;8300347301;
pyasukpt;desktop;parallel;ss2_wmin50000wmax1000000n20000-0-s827183242c7587102.ukp;9;0.03667;0.04;8288;7587102;
pyasukpt;desktop;parallel;saw_n100000wmin10000-17-s754775117c5339981.ukp;9;76.48999;76.59;93548;5341578;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-2-s463795034c1768693.ukp;8;0.06333;0.07;9484;2226285;
pyasukpt;desktop;parallel;hi_n10000-11-s895832870c87027021.ukp;10;3.35333;3.38;92344;8799433767;
pyasukpt;desktop;parallel;hi_n10000-7-s586106970c93158297.ukp;7;4.85333;4.86;36032;9414637563;
pyasukpt;desktop;parallel;hi_n20000-11-s895832870c21445624.ukp;8;7.12333;7.14;36144;4286222831;
pyasukpt;desktop;parallel;hi_n20000-2-s324673955c91206311.ukp;9;4.78667;4.80;24772;18350640869;
pyasukpt;desktop;parallel;hi_n10000-14-s318339058c72410003.ukp;9;0.01000;0.01;15748;7336849032;
pyasukpt;desktop;parallel;hi_n20000-21-s669712253c80951944.ukp;9;6.39333;6.42;56608;16314351320;
pyasukpt;desktop;parallel;hi_n10000-37-s252959003c73320246.ukp;9;2.68333;2.70;23164;7415260420;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-6-s351997719c1737764.ukp;10;63.37666;63.41;34932;5257172;
pyasukpt;desktop;parallel;ss2_wmin10000wmax1000000n10000-0-s827183242c6088006.ukp;9;0.00333;0.00;7540;6088006;
pyasukpt;desktop;parallel;hi_n50000-34-s467641010c41676479.ukp;9;12.45000;12.47;31264;20924040526;
pyasukpt;desktop;parallel;hi_n5000-45-s19378828c1766445.ukp;7;0.00667;0.01;5980;91933252;
pyasukpt;desktop;parallel;hi_n20000-20-s742053853c66621104.ukp;9;18.43333;18.46;97924;13421598642;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-14-s577520629c1195421.ukp;9;0.50667;0.51;9340;1488511;
pyasukpt;desktop;parallel;hi_n50000-35-s889293313c39186005.ukp;9;122.35332;122.42;82940;19672243189;
pyasukpt;desktop;parallel;saw_n10000wmin10000-14-s133254276c424245.ukp;9;0.79667;0.80;13064;424327;
pyasukpt;desktop;parallel;hi_n50000-13-s204947608c65982738.ukp;9;25.19000;25.24;112396;33057911470;
pyasukpt;desktop;parallel;hi_n10000-3-s300958364c65617717.ukp;8;3.68667;3.71;32660;6625258180;
pyasukpt;desktop;parallel;saw_n50000wmin5000-31-s452656240c583030.ukp;8;4.92333;4.95;17888;583145;
pyasukpt;desktop;parallel;hi_n10000-13-s204947608c51012814.ukp;8;4.44000;4.45;20524;5149953317;
pyasukpt;desktop;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;7;1.34000;1.35;13436;954638;
pyasukpt;desktop;parallel;hi_n10000-19-s808826180c61166829.ukp;10;3.46000;3.47;35808;6178122360;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-9-s684448574c1544915.ukp;7;9.05000;9.05;16836;1986391;
pyasukpt;desktop;parallel;hi_n50000-16-s221755733c4342551.ukp;8;51.34666;51.39;36548;2082282105;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;9;28.32333;28.34;21656;1369353;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;9;28.68000;28.70;23540;1343116;
pyasukpt;desktop;parallel;hi_n50000-22-s434860255c25572452.ukp;6;141.78665;141.85;82384;12802322345;
pyasukpt;desktop;parallel;sc_a-5n10000wmin50000-1-c6479362.ukp;8;0.00333;0.00;6288;6478822;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-18-s364656855c1288769.ukp;9;21.42000;21.44;20036;1640815;
pyasukpt;desktop;parallel;saw_n10000wmin10000-13-s664283699c642339.ukp;7;0.31667;0.32;9244;642657;
pyasukpt;desktop;parallel;saw_n50000wmin10000-4-s697219038c478818.ukp;4;16.73333;16.76;22344;479005;
pyasukpt;desktop;parallel;hi_n5000-3-s300958364c5172202.ukp;9;0.00000;0.00;7636;269240887;
pyasukpt;desktop;parallel;hi_n5000-32-s674362184c9214816.ukp;9;0.04000;0.04;11164;479771944;
pyasukpt;desktop;parallel;hi_n50000-19-s808826180c41622293.ukp;10;124.33665;124.43;134164;20785081086;
pyasukpt;desktop;parallel;hi_n5000-6-s398797429c3023224.ukp;9;0.45667;0.46;9864;156650146;
pyasukpt;desktop;parallel;saw_n50000wmin5000-47-s250292681c770033.ukp;10;0.03333;0.04;12216;770340;
pyasukpt;desktop;parallel;saw_n50000wmin10000-1-s464585179c705770.ukp;9;12.28000;12.32;20376;706118;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-9-s684448574c1544915.ukp;8;8.94667;8.96;16860;1986391;
pyasukpt;desktop;parallel;hi_n20000-11-s895832870c21445624.ukp;9;7.16667;7.18;36144;4286222831;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;10;28.54666;28.57;21660;1369353;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-18-s364656855c1491886.ukp;7;206.13331;206.17;47972;4477572;
pyasukpt;desktop;parallel;sc_a5n10000wmin50000-1-c5131237.ukp;9;41.72000;41.75;26884;5131747;
pyasukpt;desktop;parallel;saw_n10000wmin10000-17-s754775117c405938.ukp;9;2.26000;2.26;17640;406056;
pyasukpt;desktop;parallel;hi_n50000-48-s888315654c8772196.ukp;10;253.21331;253.27;68852;4270754880;
pyasukpt;desktop;parallel;nsds2_n50000wmin20000-8-s855531081c1791319.ukp;10;3.84667;3.86;15660;5409208;
pyasukpt;desktop;parallel;hi_n20000-26-s90924128c44036015.ukp;8;29.81666;29.84;55420;8825439085;
pyasukpt;desktop;parallel;hi_n20000-19-s808826180c78733090.ukp;7;13.45000;13.47;83040;15843413187;
pyasukpt;desktop;parallel;hi_n50000-8-s67683560c5172209.ukp;9;1.18333;1.20;14776;2577374085;
pyasukpt;desktop;parallel;sc_a-5n10000wmin110000-0-c3949309.ukp;9;10.25000;10.26;18004;3949144;
pyasukpt;desktop;parallel;ss2_wmin50000wmax1000000n10000-0-s827183242c6721457.ukp;9;0.79000;0.80;10448;6721457;
pyasukpt;desktop;parallel;saw_n50000wmin10000-2-s272488647c812838.ukp;8;2.34333;2.35;14260;813080;
pyasukpt;desktop;parallel;sc_a5n5000wmin15000-1-c445950.ukp;7;6.63333;6.64;14932;446095;
pyasukpt;desktop;parallel;hi_n10000-15-s750851024c76269221.ukp;7;5.65333;5.67;37504;7711846044;
pyasukpt;desktop;parallel;hi_n5000-6-s398797429c3023224.ukp;10;0.41667;0.42;9752;156650146;
pyasukpt;desktop;parallel;hi_n20000-25-s199811851c12031782.ukp;8;3.36333;3.38;16080;2409849321;
pyasukpt;desktop;parallel;hi_n10000-18-s575639252c63036883.ukp;8;5.10000;5.11;38104;6363488798;
pyasukpt;desktop;parallel;hi_n20000-24-s320356631c99252240.ukp;8;0.96000;0.97;21568;19994225459;
pyasukpt;desktop;parallel;saw_n50000wmin5000-45-s331530426c529431.ukp;7;9.81667;9.83;22068;529640;
pyasukpt;desktop;parallel;hi_n5000-44-s539788685c2014515.ukp;9;0.79000;0.79;11124;103664827;
pyasukpt;desktop;parallel;saw_n100000wmin10000-15-s274936000c2654477.ukp;8;7.48333;7.52;25064;2654741;
pyasukpt;desktop;parallel;hi_n10000-35-s889293313c70201258.ukp;10;2.45000;2.47;27956;7098543390;
pyasukpt;desktop;parallel;hi_n5000-29-s443600954c1100532.ukp;9;1.09333;1.10;9844;56228408;
pyasukpt;desktop;parallel;saw_n50000wmin5000-48-s486168028c525828.ukp;10;0.33000;0.34;14412;526246;
pyasukpt;desktop;parallel;hi_n10000-41-s262685617c74110651.ukp;9;5.76667;5.79;57964;7489658205;
pyasukpt;desktop;parallel;hi_n20000-45-s19378828c13553251.ukp;8;14.59667;14.61;23852;2684674990;
pyasukpt;desktop;parallel;saw_n50000wmin5000-27-s676832060c273723.ukp;10;7.58000;7.59;19836;273776;
pyasukpt;desktop;parallel;hi_n5000-49-s147981886c5197266.ukp;8;1.67000;1.67;21184;270536097;
pyasukpt;desktop;parallel;ss2_wmin50000wmax1000000n20000-0-s827183242c7587102.ukp;10;0.02000;0.02;9020;7587102;
pyasukpt;desktop;parallel;hi_n5000-9-s915258292c5081854.ukp;8;0.81333;0.82;12120;263542966;
pyasukpt;desktop;parallel;saw_n50000wmin5000-8-s400869978c594021.ukp;9;7.79333;7.81;20920;594492;
pyasukpt;desktop;parallel;saw_n10000wmin10000-18-s152335818c316364.ukp;9;2.11000;2.11;16672;316486;
pyasukpt;desktop;parallel;saw_n100000wmin10000-14-s133254276c2803801.ukp;8;9.46000;9.50;27712;2804360;
pyasukpt;desktop;parallel;saw_n50000wmin5000-3-s952877847c349670.ukp;8;10.43333;10.44;22064;349876;
pyasukpt;desktop;parallel;hi_n20000-33-s126192256c21861015.ukp;6;14.59000;14.61;28732;4359439552;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-5-s999292130c1450970.ukp;7;0.04000;0.05;9096;1814060;
pyasukpt;desktop;parallel;hi_n5000-46-s956143877c3579055.ukp;9;0.56000;0.57;10496;185524952;
pyasukpt;desktop;parallel;hi_n10000-13-s204947608c51012814.ukp;9;4.38667;4.39;20544;5149953317;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-7-s451986827c1874407.ukp;10;13.17000;13.18;18640;2366407;
pyasukpt;desktop;parallel;hi_n10000-28-s882501307c77307903.ukp;7;5.40000;5.41;33996;7831318901;
pyasukpt;desktop;parallel;hi_n50000-7-s586106970c24692675.ukp;8;51.00666;51.05;75276;12397481623;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-19-s618866736c1596239.ukp;9;15.34333;15.35;17004;1998608;
pyasukpt;desktop;parallel;nsds2_n50000wmin20000-9-s684448574c1772748.ukp;10;16.77667;16.81;20288;5370245;
pyasukpt;desktop;parallel;hi_n10000-15-s750851024c76269221.ukp;8;5.48333;5.50;37540;7711846044;
pyasukpt;desktop;parallel;saw_n50000wmin5000-49-s207481729c596577.ukp;10;1.31000;1.32;14496;597171;
pyasukpt;desktop;parallel;hi_n5000-43-s325989053c5628220.ukp;10;0.66000;0.66;13784;292395690;
pyasukpt;desktop;parallel;saw_n50000wmin5000-25-s93553270c654703.ukp;9;11.64667;11.67;23584;654832;
pyasukpt;desktop;parallel;saw_n10000wmin10000-12-s1910782c979698.ukp;7;3.43000;3.44;23692;979987;
pyasukpt;desktop;parallel;sc_a-5n10000wmin50000-0-c9996682.ukp;8;42.65000;42.68;25428;9995847;
pyasukpt;desktop;parallel;saw_n50000wmin5000-16-s98298363c428408.ukp;7;5.96333;5.98;17616;428747;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-12-s774727805c1128316.ukp;9;25.94333;25.96;21404;1438367;
pyasukpt;desktop;parallel;hi_n10000-21-s669712253c96279181.ukp;8;2.91333;2.94;138352;9748536169;
pyasukpt;desktop;parallel;saw_n10000wmin10000-4-s697219038c112100.ukp;10;0.13333;0.14;7932;112142;
pyasukpt;desktop;parallel;hi_n20000-36-s442208726c47872978.ukp;9;9.87000;9.89;43740;9607890093;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-8-s855531081c1974905.ukp;10;2.74667;2.75;14404;2496031;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-2-s463795034c1768693.ukp;9;0.08667;0.09;9556;2226285;
pyasukpt;desktop;parallel;saw_n50000wmin5000-30-s620888276c657935.ukp;8;4.96667;4.98;17732;658196;
pyasukpt;desktop;parallel;saw_n50000wmin10000-7-s930328241c409566.ukp;7;21.78666;21.81;24600;409645;
pyasukpt;desktop;parallel;hi_n20000-32-s674362184c74104370.ukp;9;0.55000;0.56;17572;14929640648;
pyasukpt;desktop;parallel;hi_n20000-13-s204947608c77271005.ukp;10;11.40333;11.43;81092;15535724455;
pyasukpt;desktop;parallel;hi_n50000-10-s199607488c2381940.ukp;7;100.72999;100.77;38664;1078406771;
pyasukpt;desktop;parallel;saw_n50000wmin5000-4-s697219038c612912.ukp;7;4.19667;4.22;17408;613399;
pyasukpt;desktop;parallel;saw_n50000wmin10000-12-s1910782c901225.ukp;9;0.58000;0.61;15820;901494;
pyasukpt;desktop;parallel;saw_n50000wmin5000-23-s689434799c814741.ukp;9;9.83667;9.86;22076;815550;
pyasukpt;desktop;parallel;hi_n10000-24-s320356631c83848093.ukp;8;4.88000;4.89;19424;8471416844;
pyasukpt;desktop;parallel;hi_n10000-31-s410031365c77889933.ukp;8;10.91667;10.94;92776;7866605653;
pyasukpt;desktop;parallel;hi_n50000-3-s300958364c58496380.ukp;10;14.41667;14.47;83940;29309834327;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;10;6.62000;6.65;16364;1864827;
pyasukpt;desktop;parallel;hi_n10000-4-s182130978c48752651.ukp;9;7.91667;7.92;24632;4914239108;
pyasukpt;desktop;parallel;nsds2_n50000wmin20000-17-s414892754c1296479.ukp;8;81.52666;81.58;35164;3906383;
pyasukpt;desktop;parallel;saw_n10000wmin10000-19-s778904058c659832.ukp;7;3.34333;3.35;21240;660090;
pyasukpt;desktop;parallel;hi_n50000-41-s262685617c62864809.ukp;9;213.80331;213.88;191596;31430869759;
pyasukpt;desktop;parallel;saw_n10000wmin10000-13-s664283699c642339.ukp;8;0.35667;0.36;9316;642657;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-4-s135458708c1496815.ukp;7;13.57333;13.59;17668;1885232;
pyasukpt;desktop;parallel;hi_n50000-39-s713413380c36882487.ukp;9;58.24333;58.29;128820;18514969231;
pyasukpt;desktop;parallel;saw_n10000wmin10000-14-s133254276c424245.ukp;10;0.79000;0.80;13068;424327;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-8-s855531081c1092800.ukp;7;314.65663;314.73;53076;3234838;
pyasukpt;desktop;parallel;hi_n20000-33-s126192256c21861015.ukp;7;14.51667;14.53;27520;4359439552;
pyasukpt;desktop;parallel;sc_a5n10000wmin110000-1-c9021988.ukp;8;0.00333;0.01;6364;9022398;
pyasukpt;desktop;parallel;saw_n50000wmin5000-18-s152335818c785470.ukp;9;0.19333;0.23;14728;786097;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-5-s999292130c1450970.ukp;8;0.04333;0.05;7900;1814060;
pyasukpt;desktop;parallel;hi_n10000-49-s147981886c59878474.ukp;9;4.61667;4.63;36924;6043628204;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-2-s463795034c1768693.ukp;10;0.09333;0.10;9572;2226285;
pyasukpt;desktop;parallel;hi_n20000-16-s221755733c31287203.ukp;9;0.40333;0.42;14628;6302830157;
pyasukpt;desktop;parallel;saw_n10000wmin10000-19-s778904058c659832.ukp;8;3.30333;3.31;21320;660090;
pyasukpt;desktop;parallel;sc_a-5n10000wmin50000-1-c6479362.ukp;9;0.00667;0.01;6316;6478822;
pyasukpt;desktop;parallel;saw_n100000wmin10000-16-s98298363c8441164.ukp;9;0.26667;0.32;24600;8444538;
pyasukpt;desktop;parallel;saw_n10000wmin10000-6-s749783978c120801.ukp;8;0.04667;0.05;7824;120847;
pyasukpt;desktop;parallel;saw_n100000wmin10000-7-s930328241c6452970.ukp;7;1.87000;1.90;24296;6454258;
pyasukpt;desktop;parallel;saw_n10000wmin10000-10-s611338258c821762.ukp;7;0.12667;0.13;9244;822088;
pyasukpt;desktop;parallel;ss2_wmin1000wmax500000n10000-0-s827183242c7053974.ukp;9;0.00667;0.01;6396;7053974;
pyasukpt;desktop;parallel;nsds2_n50000wmin20000-13-s273864349c1759284.ukp;9;22.24000;22.28;22564;5309486;
pyasukpt;desktop;parallel;hi_n5000-40-s534548386c5024417.ukp;8;0.55333;0.55;11280;261426692;
pyasukpt;desktop;parallel;hi_n20000-33-s126192256c21861015.ukp;8;14.54000;14.55;28212;4359439552;
pyasukpt;desktop;parallel;saw_n50000wmin5000-46-s488703061c264661.ukp;10;10.19667;10.22;22268;264764;
pyasukpt;desktop;parallel;saw_n50000wmin10000-12-s1910782c901225.ukp;10;0.59333;0.61;15848;901494;
pyasukpt;desktop;parallel;hi_n10000-44-s539788685c80958891.ukp;8;9.02333;9.04;49860;8175930486;
pyasukpt;desktop;parallel;hi_n10000-30-s418727292c56574382.ukp;10;7.49333;7.51;30184;5706182036;
pyasukpt;desktop;parallel;hi_n50000-16-s221755733c4342551.ukp;9;49.38333;49.42;36416;2082282105;
pyasukpt;desktop;parallel;hi_n5000-8-s67683560c6701143.ukp;7;1.45000;1.46;9288;347542734;
pyasukpt;desktop;parallel;hi_n10000-33-s126192256c7867079.ukp;9;0.88333;0.89;9260;782523704;
pyasukpt;desktop;parallel;saw_n100000wmin10000-7-s930328241c6452970.ukp;8;1.87333;1.90;24292;6454258;
pyasukpt;desktop;parallel;hi_n20000-34-s467641010c40842012.ukp;9;24.61666;24.64;67440;8180607175;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-6-s351997719c1967033.ukp;9;20.95667;20.98;19564;2497802;
pyasukpt;desktop;parallel;hi_n10000-49-s147981886c59878474.ukp;10;4.73333;4.74;36028;6043628204;
pyasukpt;desktop;parallel;hi_n20000-25-s199811851c12031782.ukp;9;3.36667;3.38;16084;2409849321;
pyasukpt;desktop;parallel;hi_n10000-31-s410031365c77889933.ukp;9;11.14667;11.16;92804;7866605653;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-0-s155213243c1302296.ukp;8;20.82667;20.83;21276;1669053;
pyasukpt;desktop;parallel;hi_n5000-16-s221755733c3795391.ukp;8;0.02000;0.02;7764;197618221;
pyasukpt;desktop;parallel;saw_n50000wmin10000-4-s697219038c478818.ukp;5;16.73666;16.77;22412;479005;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-4-s135458708c1496815.ukp;8;13.24000;13.25;17568;1885232;
pyasukpt;desktop;parallel;saw_n50000wmin5000-10-s611338258c832462.ukp;10;2.80667;2.82;15920;833125;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-17-s414892754c1568401.ukp;9;1.44000;1.45;10952;1969004;
pyasukpt;desktop;parallel;hi_n5000-39-s713413380c7875145.ukp;8;0.59667;0.60;13208;409130491;
pyasukpt;desktop;parallel;hi_n10000-8-s67683560c34964751.ukp;9;1.53333;1.54;12348;3524932327;
pyasukpt;desktop;parallel;hi_n20000-44-s539788685c31401096.ukp;10;1.47333;1.49;17388;6312041531;
pyasukpt;desktop;parallel;hi_n10000-4-s182130978c48752651.ukp;10;8.06000;8.07;24584;4914239108;
pyasukpt;desktop;parallel;hi_n50000-6-s398797429c71971621.ukp;9;73.30666;73.36;233188;36030904453;
pyasukpt;desktop;parallel;ss2_wmin5000wmax1000000n20000-0-s827183242c7454549.ukp;10;0.01000;0.02;7760;7454549;
pyasukpt;desktop;parallel;hi_n20000-29-s443600954c92125949.ukp;8;20.37666;20.42;192340;18566619777;
pyasukpt;desktop;parallel;ss2_wmin50000wmax1000000n50000-0-s827183242c9635014.ukp;10;0.02000;0.03;11988;9635014;
pyasukpt;desktop;parallel;hi_n10000-14-s318339058c72410003.ukp;10;0.01667;0.02;14768;7336849032;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-13-s273864349c1072686.ukp;7;12.96333;13.01;17460;1346014;
pyasukpt;desktop;parallel;hi_n5000-46-s956143877c3579055.ukp;10;0.50000;0.50;10524;185524952;
pyasukpt;desktop;parallel;sc_a-5n5000wmin50000-1-c900576.ukp;8;44.27666;44.31;29652;900491;
pyasukpt;desktop;parallel;saw_n50000wmin10000-4-s697219038c478818.ukp;6;16.52667;16.55;22372;479005;
pyasukpt;desktop;parallel;saw_n50000wmin10000-5-s52325605c428425.ukp;8;18.88000;18.90;21592;428466;
pyasukpt;desktop;parallel;hi_n50000-24-s320356631c94209554.ukp;8;38.27333;38.31;148328;47279866768;
pyasukpt;desktop;parallel;hi_n10000-17-s994385767c76272157.ukp;9;0.49667;0.51;15116;7721680742;
pyasukpt;desktop;parallel;saw_n50000wmin5000-20-s726804303c380063.ukp;9;0.05000;0.07;12244;380366;
pyasukpt;desktop;parallel;sc_a5n5000wmin15000-0-c262128.ukp;8;4.70333;4.70;12436;262213;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-2-s463795034c1101005.ukp;8;406.32329;406.37;56340;3259733;
pyasukpt;desktop;parallel;sc_a-5n5000wmin50000-0-c949215.ukp;8;70.09333;70.11;37404;949125;
pyasukpt;desktop;parallel;saw_n50000wmin10000-13-s664283699c1044103.ukp;10;5.72667;5.75;17760;1044621;
pyasukpt;desktop;parallel;saw_n50000wmin10000-18-s152335818c355064.ukp;8;8.79000;8.82;19624;355202;
pyasukpt;desktop;parallel;hi_n50000-6-s398797429c71971621.ukp;10;71.05999;71.12;233028;36030904453;
pyasukpt;desktop;parallel;saw_n10000wmin10000-10-s611338258c821762.ukp;8;0.12667;0.13;9216;822088;
pyasukpt;desktop;parallel;hi_n5000-45-s19378828c1766445.ukp;8;0.00667;0.01;6060;91933252;
pyasukpt;desktop;parallel;hi_n5000-24-s320356631c289111.ukp;8;0.43000;0.44;9204;14241433;
pyasukpt;desktop;parallel;nsds2_n50000wmin50000-5-s999292130c1082699.ukp;10;302.48997;302.54;45408;3208928;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-0-s155213243c1596642.ukp;10;31.77666;31.80;21636;2006754;
pyasukpt;desktop;parallel;hi_n10000-7-s586106970c93158297.ukp;8;4.86000;4.87;36128;9414637563;
pyasukpt;desktop;parallel;hi_n20000-10-s199607488c47897810.ukp;8;29.80333;29.82;91020;9602304553;
pyasukpt;desktop;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;8;1.31333;1.31;13448;954638;
pyasukpt;desktop;parallel;hi_n10000-46-s956143877c64789316.ukp;10;5.33667;5.35;21976;6540164002;
pyasukpt;desktop;parallel;hi_n10000-44-s539788685c80958891.ukp;9;9.12667;9.14;49812;8175930486;
pyasukpt;desktop;parallel;sc_a-5n5000wmin15000-1-c322555.ukp;9;14.86000;14.87;17720;322470;
pyasukpt;desktop;parallel;ss2_wmin10000wmax500000n20000-0-s827183242c7923045.ukp;9;0.01333;0.02;8496;7923045;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-5-s999292130c1450970.ukp;9;0.05000;0.07;7996;1814060;
pyasukpt;desktop;parallel;hi_n5000-21-s669712253c4156282.ukp;7;0.76000;0.76;13124;215265089;
pyasukpt;desktop;parallel;ss2_wmin50000wmax500000n20000-0-s827183242c9608074.ukp;9;0.00667;0.01;9204;9608074;
pyasukpt;desktop;parallel;hi_n20000-26-s90924128c44036015.ukp;9;29.44333;29.46;53592;8825439085;
pyasukpt;desktop;parallel;sc_a5n5000wmin15000-1-c445950.ukp;8;6.68000;6.69;14960;446095;
pyasukpt;desktop;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;9;1.30667;1.31;13460;954638;
pyasukpt;desktop;parallel;sc_a-5n10000wmin10000-1-c5766266.ukp;9;19.93000;19.95;18284;5764821;
pyasukpt;desktop;parallel;hi_n50000-31-s410031365c5184644.ukp;9;0.76667;0.79;14716;2586142610;
pyasukpt;desktop;parallel;hi_n10000-15-s750851024c76269221.ukp;9;5.51000;5.52;39324;7711846044;
pyasukpt;desktop;parallel;saw_n100000wmin10000-5-s52325605c2889948.ukp;8;153.18332;153.29;126280;2890234;
pyasukpt;desktop;parallel;hi_n20000-41-s262685617c55170783.ukp;7;32.68000;32.69;56512;11071762104;
pyasukpt;desktop;parallel;ss2_wmin1000wmax500000n10000-0-s827183242c7053974.ukp;10;0.00333;0.00;8184;7053974;
pyasukpt;desktop;parallel;nsds2_n20000wmin50000-11-s577782098c1816375.ukp;9;0.88333;0.89;10168;2341478;
pyasukpt;desktop;parallel;hi_n50000-33-s126192256c89138604.ukp;9;217.67331;217.71;132268;44752603881;
pyasukpt;desktop;parallel;hi_n10000-2-s324673955c67603969.ukp;9;0.28000;0.29;15920;6849567353;
pyasukpt;desktop;parallel;nsds2_n20000wmin20000-9-s684448574c1154184.ukp;10;26.99000;27.00;23496;1450131;
pyasukpt;desktop;parallel;saw_n50000wmin10000-3-s952877847c680785.ukp;10;0.16667;0.18;14828;680988;
pyasukpt;desktop;parallel;hi_n10000-43-s325989053c33929358.ukp;8;5.44000;5.45;19488;3416465751;
pyasukpt;desktop;parallel;hi_n5000-39-s713413380c7875145.ukp;9;0.58667;0.59;13196;409130491;
pyasukpt;desktop;parallel;ss2_wmin100000wmax500000n100000-0-s827183242c6445610.ukp;10;0.06000;0.10;20424;6445610;
pyasukpt;desktop;parallel;saw_n50000wmin10000-9-s840509679c562381.ukp;8;1.39667;1.42;14360;562660;
pyasukpt;desktop;parallel;ss2_wmin50000wmax500000n20000-0-s827183242c9608074.ukp;10;0.00667;0.01;7744;9608074;
pyasukpt;desktop;parallel;ss2_wmin10000wmax1000000n10000-0-s827183242c6088006.ukp;10;0.00333;0.01;6396;6088006;
pyasukpt;desktop;parallel;saw_n100000wmin10000-2-s272488647c9524363.ukp;7;14.36333;14.42;31992;9527218;
pyasukpt;desktop;parallel;saw_n100000wmin10000-1-s464585179c8808515.ukp;9;117.20332;117.32;122032;8812913;
pyasukpt;desktop;parallel;hi_n20000-36-s442208726c47872978.ukp;10;9.93333;9.96;43132;9607890093;
pyasukpt;desktop;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;10;1.34000;1.34;13444;954638;
pyasukpt;desktop;parallel;hi_n10000-0-s731232778c45667812.ukp;9;4.09333;4.10;17964;4603064578;
pyasukpt;desktop;parallel;nsds2_n50000wmin20000-18-s364656855c1564883.ukp;8;49.42999;49.46;26980;4713341;
pyasukpt;desktop;parallel;hi_n5000-4-s182130978c7957284.ukp;9;0.00333;0.00;7704;414623660;
pyasukpt;desktop;parallel;hi_n5000-3-s300958364c5172202.ukp;10;0.00333;0.01;6300;269240887;
pyasukpt;desktop;parallel;hi_n20000-28-s882501307c67192471.ukp;9;18.25333;18.31;104172;13496631391;
pyasukpt;desktop;parallel;hi_n10000-32-s674362184c8388832.ukp;9;2.99333;2.99;10564;827554459;
pyasukpt;desktop;parallel;saw_n10000wmin10000-3-s952877847c788966.ukp;7;3.07333;3.09;19304;789198;
pyasukpt;desktop;parallel;hi_n5000-1-s594914841c3897377.ukp;10;0.04667;0.05;8304;202828256;
pyasukpt;desktop;parallel;hi_n10000-44-s539788685c80958891.ukp;10;9.17333;9.19;49792;8175930486;
pyasukpt;desktop;parallel;sc_a5n5000wmin50000-0-c415081.ukp;9;9.38333;9.38;16332;415121;
