algorithm;filename;run_number;internal_time;external_time;external_memory;opt;
terminating_step_off;rr_n2048-0-s56545c4278888.ukp;1;0.03287;0.04;70156;4491093;
eduk;rr_n2048-0-s56545c4278888.ukp;1;0.02667;0.03;5892;4491093;
eduk2;rr_n2048-0-s56545c4278888.ukp;1;0.04667;0.04;5832;4491093;
cpp-mtu1;rr_n2048-0-s56545c4278888.ukp;1;0.0212601;0.03;3484;4491093;
cpp-mtu2;rr_n2048-0-s56545c4278888.ukp;1;6.2403;6.25;3436;4491093;
mgreendp;rr_n2048-0-s56545c4278888.ukp;1;0.0250933;0.03;68444;4491093;
ordered_step_off;rr_n2048-1-s770636c4254981.ukp;1;0.0271574;0.04;69812;4674855;
terminating_step_off;rr_n2048-1-s770636c4254981.ukp;1;0.0273379;0.04;69756;4674855;
eduk;rr_n2048-1-s770636c4254981.ukp;1;0.03667;0.04;5836;4674855;
eduk2;rr_n2048-1-s770636c4254981.ukp;1;0.09333;0.10;7732;4674855;
cpp-mtu1;rr_n2048-1-s770636c4254981.ukp;1;0.0876235;0.10;3476;4674855;
cpp-mtu2;rr_n2048-1-s770636c4254981.ukp;1;0.0637607;0.07;3392;4674855;
mgreendp;rr_n2048-1-s770636c4254981.ukp;1;0.0187266;0.02;68244;4674855;
ordered_step_off;rr_n2048-2-s776667c4220739.ukp;1;0.0216777;0.03;68976;4605234;
terminating_step_off;rr_n2048-2-s776667c4220739.ukp;1;0.0223263;0.03;69260;4605234;
eduk;rr_n2048-2-s776667c4220739.ukp;1;0.01000;0.01;5532;4605234;
eduk2;rr_n2048-2-s776667c4220739.ukp;1;0.00000;0.01;4560;4605234;
cpp-mtu1;rr_n2048-2-s776667c4220739.ukp;1;0.000499243;0.03;3360;4605234;
cpp-mtu2;rr_n2048-2-s776667c4220739.ukp;1;0.000206021;0.01;3492;4605234;
mgreendp;rr_n2048-2-s776667c4220739.ukp;1;0.0133256;0.03;64868;4605234;
ordered_step_off;rr_n2048-3-s458668c4265665.ukp;1;0.0239336;0.03;69704;4304921;
terminating_step_off;rr_n2048-3-s458668c4265665.ukp;1;0.0239661;0.03;69944;4304921;
eduk;rr_n2048-3-s458668c4265665.ukp;1;0.00667;0.01;5476;4304921;
eduk2;rr_n2048-3-s458668c4265665.ukp;1;0.00000;0.01;6200;4304921;
cpp-mtu1;rr_n2048-3-s458668c4265665.ukp;1;0.00262371;0.03;3360;4304921;
cpp-mtu2;rr_n2048-3-s458668c4265665.ukp;1;0.000370015;0.02;3412;4304921;
mgreendp;rr_n2048-3-s458668c4265665.ukp;1;0.0301007;0.06;68004;4304921;
ordered_step_off;rr_n2048-4-s104987c4298539.ukp;1;0.021397;0.04;70264;4785280;
terminating_step_off;rr_n2048-4-s104987c4298539.ukp;1;0.0107394;0.02;55788;4785280;
eduk;rr_n2048-4-s104987c4298539.ukp;1;0.01000;0.01;5428;4785280;
eduk2;rr_n2048-4-s104987c4298539.ukp;1;0.00667;0.01;4636;4785280;
cpp-mtu1;rr_n2048-4-s104987c4298539.ukp;1;0.000773319;0.03;3572;4785280;
cpp-mtu2;rr_n2048-4-s104987c4298539.ukp;1;0.000218516;0.02;3388;4785280;
mgreendp;rr_n2048-4-s104987c4298539.ukp;1;0.00720789;0.01;53180;4785280;
ordered_step_off;rr_n2048-5-s529642c4201830.ukp;1;0.0218864;0.03;68604;4413907;
terminating_step_off;rr_n2048-5-s529642c4201830.ukp;1;0.0218337;0.03;68828;4413907;
eduk;rr_n2048-5-s529642c4201830.ukp;1;0.01333;0.01;5708;4413907;
eduk2;rr_n2048-5-s529642c4201830.ukp;1;0.01000;0.02;7408;4413907;
cpp-mtu1;rr_n2048-5-s529642c4201830.ukp;1;0.00582695;0.01;3444;4413907;
cpp-mtu2;rr_n2048-5-s529642c4201830.ukp;1;0.477764;0.49;3392;4413907;
mgreendp;rr_n2048-5-s529642c4201830.ukp;1;0.0151692;0.02;68260;4413907;
ordered_step_off;rr_n2048-6-s113608c4314416.ukp;1;0.0262818;0.03;70480;4464545;
terminating_step_off;rr_n2048-6-s113608c4314416.ukp;1;0.0265202;0.03;70600;4464545;
eduk;rr_n2048-6-s113608c4314416.ukp;1;0.01667;0.02;5584;4464545;
eduk2;rr_n2048-6-s113608c4314416.ukp;1;0.01000;0.01;5804;4464545;
cpp-mtu1;rr_n2048-6-s113608c4314416.ukp;1;0.000933633;0.01;3568;4464545;
cpp-mtu2;rr_n2048-6-s113608c4314416.ukp;1;0.00128856;0.01;3388;4464545;
mgreendp;rr_n2048-6-s113608c4314416.ukp;1;0.0199385;0.04;69964;4464545;
ordered_step_off;rr_n2048-7-s821582c4307178.ukp;1;0.021973;0.03;70312;4894370;
terminating_step_off;rr_n2048-7-s821582c4307178.ukp;1;0.0163881;0.02;63348;4894370;
eduk;rr_n2048-7-s821582c4307178.ukp;1;0.01667;0.02;5640;4894370;
eduk2;rr_n2048-7-s821582c4307178.ukp;1;0.00000;0.01;4388;4894370;
cpp-mtu1;rr_n2048-7-s821582c4307178.ukp;1;0.000344393;0.03;3484;4894370;
cpp-mtu2;rr_n2048-7-s821582c4307178.ukp;1;0.000148234;0.02;3416;4894370;
mgreendp;rr_n2048-7-s821582c4307178.ukp;1;0.0123304;0.03;53692;4894370;
ordered_step_off;rr_n2048-8-s170676c4282901.ukp;1;0.032151;0.04;70108;4627593;
terminating_step_off;rr_n2048-8-s170676c4282901.ukp;1;0.0321874;0.04;70216;4627593;
eduk;rr_n2048-8-s170676c4282901.ukp;1;0.04000;0.04;7400;4627593;
eduk2;rr_n2048-8-s170676c4282901.ukp;1;0.06000;0.06;5948;4627593;
cpp-mtu1;rr_n2048-8-s170676c4282901.ukp;1;0.00756323;0.01;3472;4627593;
cpp-mtu2;rr_n2048-8-s170676c4282901.ukp;1;0.000197234;0.01;3400;4627593;
