algorithm;filename;run_number;total_iter;hex_sum_knapsack_time;hex_sum_sort_time;hex_sum_master_prob_time;hex_rolls;
ukp5_int_cutstock;BPP_50_120_0.2_0.8_0.csp.txt;1;49;0x1.6ce8bf244b418p-11;0x1.fcd586b8490fbp-13;0x1.d902b6cfc68d9p-8;0x1.b2p+4;
ukp5_int_ns_cutstock;BPP_50_120_0.2_0.8_0.csp.txt;1;49;0x1.7321822830421p-12;0x0p+0;0x1.fa41d0040ed86p-9;0x1.b2p+4;
mtu1_cutstock;BPP_50_120_0.2_0.8_0.csp.txt;1;48;0x1.2e0e9758b2dacp-12;0x1.ab8f1813fb92fp-14;0x1.ce6f0e55ae324p-9;0x1.b2p+4;
cplex_cutstock;BPP_50_120_0.2_0.8_0.csp.txt;1;41;0x1.e6f9f27d6915p-5;0x0p+0;0x1.5152b68ed070ap-9;0x1.b2p+4;
ukp5_fp_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;88;0x1.30688ec5e73bap-11;0x1.581243572056p-13;0x1.84849674987a8p-8;0x1.3b15f15f15f16p+4;
ukp5_fp_ns_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;89;0x1.6bf3658a3fd6bp-11;0x0p+0;0x1.e9c91c691745dp-8;0x1.3b15f15f15f17p+4;
ukp5_int_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;88;0x1.2dcb591e1832ep-11;0x1.2ec74658b27c8p-13;0x1.8611f075fce4ep-8;0x1.3b15f15f15f16p+4;
ukp5_int_ns_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;86;0x1.58c52cdf1ffa5p-11;0x0p+0;0x1.d427c628d4f17p-8;0x1.3b15f15f15f15p+4;
mtu1_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;90;0x1.7f08c9a82a2bp-10;0x1.7fa83d06acd3bp-12;0x1.ce61c292b7278p-7;0x1.3b15f15f15f16p+4;
cplex_cutstock;BPP_50_125_0.1_0.7_0.csp.txt;1;75;0x1.4342d0e001dddp-2;0x0p+0;0x1.840eedd98ccecp-8;0x1.3b15f15f15f15p+4;
ukp5_fp_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;71;0x1.d50c02e5041d9p-12;0x1.45c028a48eeb3p-13;0x1.235d411288b27p-8;0x1.94p+4;
ukp5_fp_ns_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;70;0x1.b399b9bec1e11p-12;0x0p+0;0x1.39261161a73ap-8;0x1.94p+4;
ukp5_int_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;74;0x1.20a4e628e9585p-11;0x1.57fb2d772061bp-13;0x1.652573acf5ed1p-8;0x1.94p+4;
ukp5_int_ns_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;74;0x1.aa5d13dfe45f5p-12;0x0p+0;0x1.23eb8efc29283p-8;0x1.94p+4;
mtu1_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;79;0x1.5ba39d5c2476ep-11;0x1.ade7da4459a15p-13;0x1.ce6911080782ep-8;0x1.94p+4;
cplex_cutstock;BPP_50_125_0.1_0.8_6.csp.txt;1;61;0x1.222a07a19b2bfp-3;0x0p+0;0x1.24cfd44f5e484p-8;0x1.94p+4;
ukp5_fp_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;105;0x1.46e00e481745fp-11;0x1.c91416c9814f3p-13;0x1.b84589d589e83p-8;0x1.6eaaaaaaaaaabp+4;
ukp5_fp_ns_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;108;0x1.0f6c3fd56939cp-11;0x0p+0;0x1.86f93f2ccccep-8;0x1.6eaaaaaaaaaabp+4;
ukp5_int_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;101;0x1.3da16503d48fdp-11;0x1.96ede517beafdp-13;0x1.c582c11000283p-8;0x1.6eaaaaaaaaaabp+4;
ukp5_int_ns_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;101;0x1.ea85d67f644a7p-12;0x0p+0;0x1.6d5fd4d1d3f2ap-8;0x1.6eaaaaaaaaaabp+4;
mtu1_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;101;0x1.2c6ea6846c3e9p-11;0x1.92460a9db5298p-13;0x1.c508212583612p-8;0x1.6eaaaaaaaaaabp+4;
cplex_cutstock;BPP_50_125_0.2_0.7_5.csp.txt;1;78;0x1.d4729e6948546p-3;0x0p+0;0x1.61893638e5e95p-8;0x1.6eaaaaaaaaaabp+4;
ukp5_fp_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;100;0x1.4491c426faaf6p-11;0x1.c8cd38d863afp-13;0x1.85f7211a681c4p-8;0x1.a555555555555p+4;
ukp5_fp_ns_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;100;0x1.26fc658e1bae6p-11;0x0p+0;0x1.882ef44572e21p-8;0x1.a555555555555p+4;
ukp5_int_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;99;0x1.45fa4668d63e9p-11;0x1.a2b4f64165503p-13;0x1.a045114e7e5fbp-8;0x1.a555555555555p+4;
ukp5_int_ns_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;99;0x1.c59f53644d7eap-12;0x0p+0;0x1.2f2297da7cb8ap-8;0x1.a555555555555p+4;
mtu1_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;99;0x1.4d782de413e64p-10;0x1.bd5489c5103fcp-12;0x1.c608559794ba3p-7;0x1.a555555555555p+4;
cplex_cutstock;BPP_50_125_0.2_0.8_6.csp.txt;1;70;0x1.01a99a989d1a6p-3;0x0p+0;0x1.1ba261ae09acfp-8;0x1.a555555555555p+4;
ukp5_fp_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;76;0x1.28fc2b3ccd436p-11;0x1.92a7c0816d866p-13;0x1.6661eff04e985p-8;0x1.722e8ba2e8ba3p+4;
ukp5_fp_ns_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;84;0x1.cba82bfafd02fp-12;0x0p+0;0x1.3941c45f59c68p-8;0x1.722e8ba2e8ba3p+4;
ukp5_int_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;80;0x1.697dfb8c058ffp-10;0x1.9bde39d4039a4p-12;0x1.bf26a6b2dcb6cp-7;0x1.722e8ba2e8ba3p+4;
ukp5_int_ns_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;77;0x1.0d2c748e58841p-11;0x0p+0;0x1.6947fe579a82p-8;0x1.722e8ba2e8ba3p+4;
mtu1_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;85;0x1.3200fb74f847p-11;0x1.55402bf2aab5ap-13;0x1.8965bc3ed778bp-8;0x1.722e8ba2e8ba2p+4;
cplex_cutstock;BPP_50_150_0.1_0.7_9.csp.txt;1;65;0x1.7d36783fb5554p-3;0x0p+0;0x1.2c6a051b36ac1p-8;0x1.722e8ba2e8ba3p+4;
ukp5_fp_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;79;0x1.18ce9cca6a609p-11;0x1.2f5478ca8e7b9p-13;0x1.3d68b00687477p-8;0x1.39d5555555555p+4;
ukp5_fp_ns_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;78;0x1.40ecc06e55da4p-10;0x0p+0;0x1.7c4d6780b184fp-7;0x1.39d5555555555p+4;
ukp5_int_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;77;0x1.291f332114a2ap-11;0x1.1b4a2226e02d6p-13;0x1.5496bd12bce88p-8;0x1.39d5555555555p+4;
ukp5_int_ns_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;75;0x1.3f7ca8d938d25p-11;0x0p+0;0x1.8537af3b38ddap-8;0x1.39d5555555555p+4;
mtu1_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;77;0x1.fab7b074c136cp-11;0x1.dbf94bc20686bp-13;0x1.274dfe20e8e9dp-7;0x1.39d5555555555p+4;
cplex_cutstock;BPP_50_150_0.1_0.8_4.csp.txt;1;74;0x1.3ac8c11be0fe9p-2;0x0p+0;0x1.67bdf6bd837b2p-8;0x1.39d5555555555p+4;
ukp5_fp_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;68;0x1.1749c8a0ee21cp-11;0x1.7168335654dc7p-13;0x1.573d69171acedp-8;0x1.5eaaaaaaaaaabp+4;
ukp5_fp_ns_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;68;0x1.4d7b9a1073261p-12;0x0p+0;0x1.ba5880f588d8bp-9;0x1.5eaaaaaaaaaabp+4;
ukp5_int_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;67;0x1.23ff0525a6242p-10;0x1.656a5f66ba40bp-12;0x1.70c496d0effaap-7;0x1.5eaaaaaaaaaabp+4;
ukp5_int_ns_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;67;0x1.2c09fcb6a7fabp-11;0x0p+0;0x1.8bfb60dee8025p-8;0x1.5eaaaaaaaaaabp+4;
mtu1_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;67;0x1.e28b4fffc7a0ap-12;0x1.0c47361f76bdep-13;0x1.25b12e4f8d75dp-8;0x1.5eaaaaaaaaaabp+4;
cplex_cutstock;BPP_50_150_0.2_0.7_5.csp.txt;1;51;0x1.9ffeaa6a77424p-3;0x0p+0;0x1.d3b085882e7bdp-9;0x1.5eaaaaaaaaaabp+4;
ukp5_fp_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;148;0x1.c7c1dc3f16d28p-11;0x1.39ff88bf5f597p-12;0x1.0c4600e2a06afp-7;0x1.b8p+4;
ukp5_fp_ns_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;148;0x1.55ba940780ca5p-11;0x0p+0;0x1.ba3aa83659471p-8;0x1.b8p+4;
ukp5_int_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;148;0x1.bd908892a4f78p-11;0x1.15368cc8bf90dp-12;0x1.0fabd39cb9786p-7;0x1.b8p+4;
ukp5_int_ns_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;148;0x1.567b0be4e59d5p-11;0x0p+0;0x1.b5b3bcc1a3092p-8;0x1.b8p+4;
mtu1_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;148;0x1.f6deccb228645p-11;0x1.1aecb7c621da5p-12;0x1.109bb2e838fddp-7;0x1.b8p+4;
cplex_cutstock;BPP_50_150_0.2_0.8_2.csp.txt;1;111;0x1.c00811e117cc3p-3;0x0p+0;0x1.c38ff363cb929p-8;0x1.b8p+4;
ukp5_fp_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;112;0x1.edd7b45c688bap-11;0x1.02bcfc52d4ecbp-12;0x1.22937dcbb2c66p-7;0x1.3ba07c63f4e4dp+4;
ukp5_fp_ns_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;111;0x1.1177b2d032991p-10;0x0p+0;0x1.4c2893833b447p-7;0x1.3ba07c63f4e4cp+4;
ukp5_int_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;111;0x1.e8e4b06e475b6p-11;0x1.b7bfecb6ef628p-13;0x1.1db6d4e8d00dep-7;0x1.3ba07c63f4e4dp+4;
ukp5_int_ns_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;111;0x1.0cbf228c9444fp-10;0x0p+0;0x1.59ae0f5007b2ep-7;0x1.3ba07c63f4e4ep+4;
mtu1_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;111;0x1.d80bdef532353p-11;0x1.abf9ee6e0744cp-13;0x1.1b3f90528cd98p-7;0x1.3ba07c63f4e4dp+4;
cplex_cutstock;BPP_50_200_0.1_0.7_6.csp.txt;1;98;0x1.59ee7738e8f73p-1;0x0p+0;0x1.28777ea2d96f9p-7;0x1.3ba07c63f4e4dp+4;
ukp5_fp_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;48;0x1.a1b85d3a53f53p-12;0x1.0f0f1a2cda873p-13;0x1.0c1702ae8ea6dp-8;0x1.ep+4;
ukp5_fp_ns_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;56;0x1.2a4fbd6025e32p-12;0x0p+0;0x1.83231bca1c29cp-9;0x1.ep+4;
ukp5_int_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;47;0x1.c01da30f4a5c1p-11;0x1.0273b3e80aa6ep-12;0x1.114588dc6e3bap-7;0x1.ep+4;
ukp5_int_ns_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;47;0x1.fcd61028a850ep-12;0x0p+0;0x1.5247e9814110fp-8;0x1.ep+4;
mtu1_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;48;0x1.86eb2767085dep-12;0x1.a0befcd57e213p-14;0x1.c812dc593a617p-9;0x1.ep+4;
cplex_cutstock;BPP_50_200_0.1_0.8_5.csp.txt;1;48;0x1.94d9b7ecc0ddfp-4;0x0p+0;0x1.ad53f1d5d6f2cp-9;0x1.ep+4;
ukp5_fp_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;121;0x1.36f8062de3e09p-11;0x1.ad13c9e16001ep-13;0x1.85c6711ba9b23p-8;0x1.7199999999999p+4;
ukp5_fp_ns_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;120;0x1.509dafdc59bb4p-11;0x0p+0;0x1.bf8db4890928bp-8;0x1.7199999999999p+4;
ukp5_int_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;120;0x1.29e8edd0e49acp-11;0x1.711f2fa3ba378p-13;0x1.7e9dbb7877c75p-8;0x1.719999999999ap+4;
ukp5_int_ns_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;120;0x1.5f009f14e1415p-11;0x0p+0;0x1.cb705a9fcd7fp-8;0x1.719999999999ap+4;
mtu1_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;120;0x1.69359277d6143p-11;0x1.6a134cc18249ap-13;0x1.7feadc5759581p-8;0x1.7199999999998p+4;
cplex_cutstock;BPP_50_200_0.2_0.7_6.csp.txt;1;74;0x1.5a626bf4b48c5p-3;0x0p+0;0x1.36c18c6ba27f3p-8;0x1.7199999999999p+4;
ukp5_fp_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;102;0x1.0b58b4de29d2bp-11;0x1.5f8427a00aaa8p-13;0x1.3a273eef65397p-8;0x1p+5;
ukp5_fp_ns_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;102;0x1.352cbb2791721p-11;0x0p+0;0x1.945b414442fb1p-8;0x1p+5;
ukp5_int_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;102;0x1.0a2e798777d08p-11;0x1.34817820df2fp-13;0x1.39e9dba659709p-8;0x1p+5;
ukp5_int_ns_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;102;0x1.380ea8ff01165p-11;0x0p+0;0x1.9400053c07a0fp-8;0x1p+5;
mtu1_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;102;0x1.3eea5cbbd3e75p-11;0x1.276a522e4b171p-13;0x1.39f7435423d4ap-8;0x1p+5;
cplex_cutstock;BPP_50_200_0.2_0.8_8.csp.txt;1;90;0x1.94fe02e0ec25p-3;0x0p+0;0x1.69c00d20cfd94p-8;0x1p+5;
ukp5_fp_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;146;0x1.395fbf7aa1285p-10;0x1.56d60bcbf74b4p-12;0x1.4a8b78886bb8bp-7;0x1.3f33333333331p+4;
ukp5_fp_ns_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;150;0x1.6564ab1cc62bap-10;0x0p+0;0x1.9b1ae7d1a4bcap-7;0x1.3f33333333332p+4;
ukp5_int_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;143;0x1.5f458acea595p-10;0x1.6f797957739e2p-12;0x1.8d7adaf02eaf2p-7;0x1.3f33333333332p+4;
ukp5_int_ns_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;143;0x1.2746f463c82eep-10;0x0p+0;0x1.6231810a094bdp-7;0x1.3f33333333332p+4;
mtu1_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;148;0x1.60ae15a787183p-9;0x1.252f1722640bbp-12;0x1.573b6e48bb8e4p-7;0x1.3f33333333333p+4;
cplex_cutstock;BPP_50_300_0.1_0.7_6.csp.txt;1;131;0x1.53701e9cb4674p+0;0x0p+0;0x1.8db8d266612a6p-7;0x1.3f33333333332p+4;
ukp5_fp_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;111;0x1.19865b45c3503p-10;0x1.48d84fd19349fp-12;0x1.20ea5d78ce6a7p-7;0x1.55c8dc8dc8dcap+4;
ukp5_fp_ns_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;124;0x1.a91913775622cp-11;0x0p+0;0x1.05ba7acbdf4d4p-7;0x1.55c8dc8dc8dcap+4;
ukp5_int_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;111;0x1.ce12834b8aa94p-11;0x1.ed2757aa2d5d4p-13;0x1.f0bf22f3a88c5p-8;0x1.55c8dc8dc8dc8p+4;
ukp5_int_ns_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;111;0x1.6cdac9ba9ea2p-11;0x0p+0;0x1.b878b57c00e01p-8;0x1.55c8dc8dc8dc8p+4;
mtu1_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;113;0x1.c3767ba124ed2p-10;0x1.f76e02896998p-13;0x1.0190f79225e58p-7;0x1.55c8dc8dc8dc8p+4;
cplex_cutstock;BPP_50_300_0.1_0.8_5.csp.txt;1;104;0x1.330f43614b16p-1;0x0p+0;0x1.176afa38af8ddp-7;0x1.55c8dc8dc8dcap+4;
ukp5_fp_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;139;0x1.c7409bd1823e4p-11;0x1.2ed31600e216ep-12;0x1.172657829dd48p-7;0x1.571c71c71c71cp+4;
ukp5_fp_ns_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;135;0x1.5f23ebb15840fp-11;0x0p+0;0x1.c52c9eb34db98p-8;0x1.571c71c71c71dp+4;
ukp5_int_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;150;0x1.cd4d367acc8b2p-11;0x1.1461ae3d370f9p-12;0x1.1c4395df83664p-7;0x1.571c71c71c71ep+4;
ukp5_int_ns_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;150;0x1.835b47570a308p-11;0x0p+0;0x1.f108896f07a84p-8;0x1.571c71c71c71ep+4;
mtu1_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;153;0x1.2969275855f9fp-10;0x1.0def9b9d999d4p-12;0x1.2a194e5aabf33p-7;0x1.571c71c71c71fp+4;
cplex_cutstock;BPP_50_300_0.2_0.7_3.csp.txt;1;91;0x1.24983402aac3fp-2;0x0p+0;0x1.b723bedd312f5p-8;0x1.571c71c71c71dp+4;
ukp5_fp_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;94;0x1.6ca693ca6f1bdp-11;0x1.e67855b85480fp-13;0x1.8817d5ce6cf99p-8;0x1.bcp+4;
ukp5_fp_ns_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;94;0x1.f4798f0d23aa4p-12;0x0p+0;0x1.2b88fcb5c00d2p-8;0x1.bcp+4;
ukp5_int_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;95;0x1.56aa28298c37ap-11;0x1.a72bf5c992a8p-13;0x1.84bb6eb41b58ep-8;0x1.bcp+4;
ukp5_int_ns_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;95;0x1.eb3677e9cf19bp-12;0x0p+0;0x1.28a2760c20caap-8;0x1.bcp+4;
mtu1_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;95;0x1.98078d00f3b4cp-10;0x1.cbe1593a9da48p-12;0x1.bdc8ba90d7757p-7;0x1.bcp+4;
cplex_cutstock;BPP_50_300_0.2_0.8_2.csp.txt;1;70;0x1.913190c6b733fp-3;0x0p+0;0x1.25a3cf38c9059p-8;0x1.bcp+4;
ukp5_fp_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;133;0x1.42a0389a255aep-10;0x1.84c271fff79c8p-12;0x1.6ca28f25662ffp-7;0x1.52f7777777778p+4;
ukp5_fp_ns_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;119;0x1.c0d4b5be2c39dp-11;0x0p+0;0x1.18dade43a8dd7p-7;0x1.52f777777777ap+4;
ukp5_int_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;131;0x1.302a6a36d57f6p-10;0x1.403d4312b575ap-12;0x1.56f1ba7e26ddap-7;0x1.52f7777777777p+4;
ukp5_int_ns_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;131;0x1.16f5c36eb2c3dp-10;0x0p+0;0x1.5c6aa268d3b19p-7;0x1.52f7777777777p+4;
mtu1_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;129;0x1.7c659afe376ccp-10;0x1.39a84aeae8743p-12;0x1.510cf1efb5c9ep-7;0x1.52f7777777776p+4;
cplex_cutstock;BPP_50_400_0.1_0.7_4.csp.txt;1;104;0x1.6ca54809c02e5p-1;0x0p+0;0x1.1c75615606472p-7;0x1.52f7777777778p+4;
ukp5_fp_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;70;0x1.85c4470ea9b34p-11;0x1.c1b9d1d0f62ffp-13;0x1.5cf4c951536b1p-8;0x1.dp+4;
ukp5_fp_ns_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;69;0x1.bb05717b64c79p-12;0x0p+0;0x1.01e1388c04fdfp-8;0x1.dp+4;
ukp5_int_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;72;0x1.3d71e1aae6843p-10;0x1.2f1d2c943b3e6p-12;0x1.18557d463803ep-7;0x1.d000000000001p+4;
ukp5_int_ns_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;72;0x1.f50388dcc4221p-12;0x0p+0;0x1.1bb9fcb2e5e84p-8;0x1.d000000000001p+4;
mtu1_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;72;0x1.3499e599cd463p-11;0x1.660bf886b9eep-13;0x1.56cf22452ce37p-8;0x1.d000000000001p+4;
cplex_cutstock;BPP_50_400_0.1_0.8_8.csp.txt;1;69;0x1.0ef10bcef3cc2p-2;0x0p+0;0x1.42a801778a8c4p-8;0x1.dp+4;
ukp5_fp_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;175;0x1.1faad9f79c731p-10;0x1.881856a7c646ep-12;0x1.6709b9e818adap-7;0x1.6955555555555p+4;
ukp5_fp_ns_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;186;0x1.3a3ff56c05eb3p-10;0x0p+0;0x1.9d8aef20a37d6p-7;0x1.6955555555554p+4;
ukp5_int_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;177;0x1.32c7d368c8407p-10;0x1.87ebc738e4224p-12;0x1.9370481a28a8ap-7;0x1.6955555555556p+4;
ukp5_int_ns_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;176;0x1.2c7ef539b99b6p-10;0x0p+0;0x1.910f8310fd399p-7;0x1.6955555555557p+4;
mtu1_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;177;0x1.8cbe2dbc6a98cp-10;0x1.87b881cd5b4e8p-12;0x1.9d8da6e985b7ap-7;0x1.6955555555556p+4;
cplex_cutstock;BPP_50_400_0.2_0.7_4.csp.txt;1;100;0x1.67fd93ea023cep-2;0x0p+0;0x1.e7f4f5a4a1239p-8;0x1.6955555555555p+4;
ukp5_fp_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;154;0x1.031e066a16382p-10;0x1.6d4e9e2ee5d79p-12;0x1.315eb8ae43055p-7;0x1.6eeeeeeeeeeefp+4;
ukp5_fp_ns_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;154;0x1.d842a1bb26312p-11;0x0p+0;0x1.24e6e3be19c56p-7;0x1.6eeeeeeeeeefp+4;
ukp5_int_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;152;0x1.f1f6858b784c8p-11;0x1.40b24cc3d2fep-12;0x1.2ce8d8e95d1dcp-7;0x1.6eeeeeeeeeefp+4;
ukp5_int_ns_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;152;0x1.09b3321c06f1cp-10;0x0p+0;0x1.5653fd35d3d5p-7;0x1.6eeeeeeeeeefp+4;
mtu1_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;151;0x1.5ae02066a7d4ap-10;0x1.42a32c8431416p-12;0x1.34537dc54181cp-7;0x1.6eeeeeeeeeefp+4;
cplex_cutstock;BPP_50_400_0.2_0.8_9.csp.txt;1;101;0x1.37601560dcb12p-2;0x0p+0;0x1.dd9f7a50a078ep-8;0x1.6eeeeeeeeeeeep+4;
ukp5_fp_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;113;0x1.381d8eed5467fp-10;0x1.520c19f24d179p-12;0x1.37bd6a9df25d8p-7;0x1.3cccccccccccdp+4;
ukp5_fp_ns_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;96;0x1.ee23899cf746dp-11;0x0p+0;0x1.0daf86fcf0115p-7;0x1.3cccccccccccdp+4;
ukp5_int_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;117;0x1.17682f1bffee7p-10;0x1.f3a24607ee833p-13;0x1.189a5160abf86p-7;0x1.3cccccccccccap+4;
ukp5_int_ns_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;117;0x1.2462017440bcp-10;0x0p+0;0x1.4661181dd9041p-7;0x1.3cccccccccccap+4;
mtu1_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;117;0x1.1fefd6df6caeep-10;0x1.df2da27a93c5p-13;0x1.10c8a0d45c9f5p-7;0x1.3cccccccccccbp+4;
cplex_cutstock;BPP_50_500_0.1_0.7_4.csp.txt;1;112;0x1.68863425e6329p-1;0x0p+0;0x1.47d5210431931p-7;0x1.3cccccccccccdp+4;
ukp5_fp_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;95;0x1.d9a5c59949341p-11;0x1.224b4841a7033p-12;0x1.0f13819aa7ea2p-7;0x1.58p+4;
ukp5_fp_ns_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;91;0x1.3b11569d23448p-11;0x0p+0;0x1.756e4571bdf77p-8;0x1.58p+4;
ukp5_int_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;90;0x1.9de3a29e9d5bfp-11;0x1.d79a74fa97a54p-13;0x1.d6ec9c871af83p-8;0x1.57fffffffffffp+4;
ukp5_int_ns_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;90;0x1.28446cc17454p-11;0x0p+0;0x1.6d9c1857984bp-8;0x1.57fffffffffffp+4;
mtu1_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;97;0x1.2c24d4a942b79p-10;0x1.00e77df570a75p-12;0x1.0315ebf1f877bp-7;0x1.58p+4;
cplex_cutstock;BPP_50_500_0.1_0.8_6.csp.txt;1;88;0x1.9eaf97cc7eb82p-2;0x0p+0;0x1.e1e96990925efp-8;0x1.58p+4;
ukp5_fp_cutstock;BPP_50_500_0.2_0.7_9.csp.txt;1;221;0x1.38f956ffa750fp-10;0x1.c332b3f62b03cp-12;0x1.6222d2f15cacdp-7;0x1.7cp+4;
ukp5_fp_ns_cutstock;BPP_50_500_0.2_0.7_9.csp.txt;1;221;0x1.5936ca63de436p-10;0x0p+0;0x1.95178dd50417ep-7;0x1.7cp+4;
